Rk,year,TM,player,college,yrs,G,MP,PTS,TRB,AST,FG,3p%,FT,WS,ws48,BPM,VORP
73,1966,BAL,Roland West,Cincinnati,1,4,3.5,1,1.3,0,0.4,,,0,-0.003,,
74,1966,CIN,Ron Krick,Cincinnati,,,,,,,,,,,,,
75,1966,LAL,John Wetzel,Virginia Tech,7,357,13.2,3.4,1.9,1.4,0.429,,0.81,6.6,0.068,-0.8,0.7
76,1966,BOS,Russ Gumina,San Francisco,,,,,,,,,,,,,
77,1966,CHI,Bill Curtis,Michigan State,,,,,,,,,,,,,
78,1966,NYK,Bill Turner,University of Akron,6,294,13.8,5.4,3.5,0.6,0.407,,0.728,4.8,0.057,,
79,1966,STL,Al Grant,Long Island University,,,,,,,,,,,,,
80,1966,BAL,Chuck Gardner,Colorado,,,,,,,,,,,,,
81,1966,CIN,Billy Smith,Loyola Chicago,,,,,,,,,,,,,
82,1966,LAL,Julian Hammond,Tulsa,,,,,,,,,,,,,
83,1966,PHI,Pat Caldwell,Rockhurst University,,,,,,,,,,,,,
84,1966,CHI,Gene Summers,Northern Michigan University,,,,,,,,,,,,,
85,1966,NYK,Richard Moore,Hiram Scott College,,,,,,,,,,,,,
86,1966,STL,Don Yates,Minnesota,,,,,,,,,,,,,
87,1966,BAL,Guy Manning,Prairie View A&M University,,,,,,,,,,,,,
88,1966,CIN,Freddie Lewis,Arizona State,2,64,13.8,5.8,1.4,1.5,0.401,,0.771,0.6,0.031,-3.7,-0.2
89,1966,LAL,Mike Rooney,Oklahoma,,,,,,,,,,,,,
90,1966,PHI,Bob Bedell,Stanford,,,,,,,,,,,,,
91,1966,CHI,Don Swanson,DePaul,,,,,,,,,,,,,
92,1966,NYK,Rich Dyer,NYU,,,,,,,,,,,,,
93,1966,STL,Curt Gammell,Pacific Lutheran University,,,,,,,,,,,,,
94,1966,BAL,Stan McKenzie,NYU,7,396,18.9,9,2.8,1.5,0.444,,0.802,14.5,0.093,-5.2,-0.1
95,1966,CIN,R.B. Lynam,Oklahoma Baptist University,,,,,,,,,,,,,
96,1966,LAL,George Grams,Purdue,,,,,,,,,,,,,
97,1966,CHI,Carver Clinton,Penn State,,,,,,,,,,,,,
98,1966,NYK,Dave Deutsch,University of Rochester,1,19,4.9,1.1,1.1,0.8,0.167,,0.45,-0.5,-0.24,,
99,1966,STL,Lonnie Lynn,Wilberforce University,,,,,,,,,,,,,
100,1966,BAL,Grant Simmons,Nebraska,,,,,,,,,,,,,
101,1966,NYK,Bob Bennett,UNC,,,,,,,,,,,,,
102,1966,STL,Nick Aloi,Bowling Green,,,,,,,,,,,,,
103,1966,BAL,Al Lopes,Kansas,,,,,,,,,,,,,
104,1966,STL,Ollie Carter,San Francisco,,,,,,,,,,,,,
105,1966,BAL,Jim Harter,University of Texas-Pan American,,,,,,,,,,,,,
106,1966,STL,Paul Long,Wake Forest,3,71,6.1,3.9,0.8,0.8,0.464,,0.753,1,0.111,,
107,1966,BAL,Howard Bayne,Tennessee,,,,,,,,,,,,,
108,1966,STL,Eddie Jackson,Bradley,,,,,,,,,,,,,
109,1966,BAL,Ken Barnes,Wisconsin,,,,,,,,,,,,,
110,1966,BAL,Chris Pervall,Iowa,,,,,,,,,,,,,
111,1966,BAL,Jerry Trice,Weber State,,,,,,,,,,,,,
112,1966,BAL,Gene Visscher,Weber State,,,,,,,,,,,,,
1,1967,DET,Jimmy Walker,Providence,9,698,33.8,16.7,2.7,3.5,0.461,,0.829,42.9,0.087,-1.4,1.4
2,1967,BAL,Earl Monroe,Winston-Salem State,13,926,32,18.8,3,3.9,0.464,,0.807,77.4,0.125,0.8,9.8
3,1967,CHI,Clem Haskins,Western Kentucky,9,681,25.9,12.8,3.1,3.5,0.449,,0.792,35.8,0.097,-0.1,1.5
4,1967,DET,Sonny Dove,St. John's,2,57,7,3.1,2,0.4,0.394,,0.581,0,-0.003,,
5,1967,NYK,Walt Frazier,Southern Illinois,13,825,37.5,18.9,5.9,6.1,0.49,0,0.786,113.5,0.176,2.5,15.5
6,1967,SEA,Al Tucker,Oklahoma Baptist University,3,257,20.8,9.5,5,0.9,0.453,,0.702,7.2,0.065,,
7,1967,SDR,Pat Riley,Kentucky,9,528,15.5,7.4,1.6,1.7,0.414,,0.705,4.5,0.026,-4.7,-2.2
8,1967,STL,Tom Workman,Seattle University,2,43,4.3,2.5,1.2,0.1,0.432,,0.711,0.4,0.107,,
9,1967,CIN,Mel Daniels,New Mexico,1,11,11.5,3.5,3.1,0.5,0.371,,0.565,0,-0.002,-4.3,-0.1
10,1967,SFW,Dave Lattin,Texas-El Paso,2,112,11.1,4.5,3.8,0.6,0.4,,0.644,0.7,0.028,,
11,1967,BOS,Mal Graham,NYU,2,70,12.7,4.7,1.7,1.1,0.398,,0.657,0.8,0.043,,
12,1967,PHI,Craig Raymond,BYU,1,27,6.6,2,2.5,0.3,0.344,,0.647,0,-0.001,,
13,1967,BAL,Jimmy Jones,Grambling State University,3,140,18.5,6.4,1.9,2,0.505,,0.738,6.2,0.115,-0.4,1
14,1967,DET,Steve Sullivan,Georgetown,,,,,,,,,,,,,
15,1967,CHI,Byron Beck,Denver,1,53,9.1,4.7,1.8,0.6,0.435,,0.818,0.8,0.078,-3.1,-0.1
16,1967,LAL,Randolph Mahaffey,Clemson,,,,,,,,,,,,,
17,1967,NYK,Phil Jackson,University of North Dakota,12,807,17.6,6.7,4.3,1.1,0.453,0,0.736,29.3,0.099,-0.9,2.4
18,1967,SDR,Bob Netolicky,Drake University,,,,,,,,,,,,,
19,1967,SEA,Bob Rule,Colorado State,8,403,29.4,17.4,8.3,1.5,0.461,,0.686,22.7,0.092,-3.1,-0.2
20,1967,BAL,Malkin Strong,Seattle University,,,,,,,,,,,,,
21,1967,DET,Darrell Hardy,Baylor,,,,,,,,,,,,,
22,1967,CHI,John Dickson,Arkansas State University,,,,,,,,,,,,,
23,1967,LAL,Dwight Smith,Western Kentucky,,,,,,,,,,,,,
24,1967,NYK,Gary Gregor,South Carolina,4,296,25,9.8,7,1.5,0.431,,0.715,2.6,0.017,,
25,1967,STL,Bob Verga,Duke,1,21,10.3,5,0.9,0.8,0.452,,0.625,0.1,0.032,-2.9,0
26,1967,CIN,Gary Gray,Oklahoma City University,1,44,6.3,2.4,0.5,0.6,0.366,,0.7,-0.5,-0.093,,
27,1967,SFW,Bill Turner,University of Akron,6,294,13.8,5.4,3.5,0.6,0.407,,0.728,4.8,0.057,,
28,1967,CIN,Sam Smith,Kentucky Wesleyan College,,,,,,,,,,,,,
29,1967,SDR,Richard Moore,Hiram Scott College,,,,,,,,,,,,,
30,1967,SEA,Sam Singleton,Nebraska-Omaha,,,,,,,,,,,,,
31,1967,SDR,Nick Jones,Oregon,3,188,12,5.3,1.1,1.3,0.413,,0.772,2.1,0.046,,
32,1967,BAL,Al Salvadori,South Carolina,,,,,,,,,,,,,
33,1967,DET,Ronald Franz,Kansas,,,,,,,,,,,,,
34,1967,CHI,Jim Burns,Northwestern,,3,3.7,1.3,0.7,0.3,0.286,,,-0.1,-0.248,,
35,1967,LAL,Cliff Anderson,Saint Joseph's,3,81,7.2,3,1.3,0.8,0.351,,0.593,0.3,0.021,,
36,1967,NYK,Keith Swagerty,University of the Pacific,,,,,,,,,,,,,
37,1967,STL,Wesley Bialosuknia,UConn,,,,,,,,,,,,,
38,1967,CIN,Louie Dampier,Kentucky,3,232,19.1,6.7,1.1,2.8,0.488,,0.748,6.7,0.073,-1,1.1
39,1967,SFW,Bobby Lewis,UNC,4,255,16.9,5.8,2.1,2.2,0.381,,0.712,1.1,0.012,,
40,1967,BOS,Neville Shedd,Texas-El Paso,,,,,,,,,,,,,
41,1967,SDR,Ronald Kozlicki,Northwestern,,,,,,,,,,,,,
42,1967,SDR,Craig Dill,Michigan,,,,,,,,,,,,,
43,1967,SEA,Larry Bunce,Utah State University,,,,,,,,,,,,,
44,1967,BAL,Dexter Westbrook,Providence,,,,,,,,,,,,,
45,1967,DET,Paul Long,Wake Forest,3,71,6.1,3.9,0.8,0.8,0.464,,0.753,1,0.111,,
46,1967,CHI,Dick Pruet,Jacksonville University,,,,,,,,,,,,,
47,1967,LAL,Joe Allen,Bradley,,,,,,,,,,,,,
48,1967,NYK,Barry Leibowitz,Long Island University,,,,,,,,,,,,,
49,1967,STL,Mike Wittman,Miami (FL),,,,,,,,,,,,,
50,1967,CIN,Trooper Washington,Cheyney (PA),,,,,,,,,,,,,
51,1967,SFW,Mike Lynn,UCLA,2,49,8.7,2.6,1.4,0.6,0.329,,0.667,-0.3,-0.035,,
52,1967,BOS,Mike Redd,Kentucky Wesleyan College,,,,,,,,,,,,,
53,1967,PHI,Jim Reid,Winston-Salem State,1,6,8.7,3.5,1.8,0.5,0.5,,0.2,0.1,0.078,,
54,1967,SEA,Plummer Lott,Seattle University,2,67,9.5,2.2,1.8,0.6,0.294,,0.583,-1.3,-0.101,,
55,1967,SDR,Herb McPherson,Murray State,,,,,,,,,,,,,
56,1967,BAL,Bob Riedy,Duke,,,,,,,,,,,,,
57,1967,DET,Vaughn Harper,Syracuse,,,,,,,,,,,,,
58,1967,CHI,Marlbert Pradd,Dillard University,,,,,,,,,,,,,
59,1967,LAL,Gary Keller,Florida,,,,,,,,,,,,,
60,1967,NYK,Bob Benfield,West Virginia,,,,,,,,,,,,,
61,1967,STL,John Morrison,Canisius,,,,,,,,,,,,,
62,1967,CIN,Frank Stronczek,American International College,,,,,,,,,,,,,
63,1967,SFW,Dale Schlueter,Colorado State,10,586,16.4,5.3,5.2,1.6,0.497,,0.678,20.8,0.104,-1,0.7
64,1967,BOS,Ed Hummer,Princeton,,,,,,,,,,,,,
65,1967,PHI,Tim Powers,Creighton,,,,,,,,,,,,,
66,1967,SDR,Robert Cole,Saint Louis,,,,,,,,,,,,,
67,1967,SEA,Gordon Harris,Washington,,,,,,,,,,,,,
68,1967,BAL,Ron Perry,Virginia Tech,,,,,,,,,,,,,
69,1967,DET,Bobby Lloyd,Rutgers University,,,,,,,,,,,,,
70,1967,CHI,Bob Wolf,Marquette,,,,,,,,,,,,,
71,1967,LAL,Jamie Thompson,Wichita State,,,,,,,,,,,,,
72,1967,NYK,Butch Wade,Indiana State University,,,,,,,,,,,,,
73,1967,STL,Carl Fuller,Bethune-Cookman College,,,,,,,,,,,,,
74,1967,CIN,Charles Beasley,SMU,,,,,,,,,,,,,
75,1967,SFW,Sonny Bustion,Colorado State,,,,,,,,,,,,,
76,1967,BOS,Edgar Lacey,UCLA,,,,,,,,,,,,,
77,1967,PHI,Frank Card,South Carolina State,,,,,,,,,,,,,
78,1967,SEA,Dick Kolbert,UC Santa Barbara,,,,,,,,,,,,,
79,1967,SDR,Elbert Miller,UNLV,,,,,,,,,,,,,
80,1967,BAL,Ed Manning,Jackson State University,4,280,14.3,5.1,4.5,0.7,0.423,,0.702,4.2,0.05,,
81,1967,DET,George Carter,St. Bonaventure,1,1,5,3,0,1,0.5,,1,0,0.23,,
82,1967,CHI,Leon Simon,College of Santa Fe,,,,,,,,,,,,,
83,1967,LAL,Don Carlos,Otterbein College,,,,,,,,,,,,,
84,1967,NYK,Gil Radday,St. Francis College,,,,,,,,,,,,,
85,1967,STL,Arvesta Kelly,Lincoln University of Missouri,,,,,,,,,,,,,
86,1967,CIN,Frank Hollendoner,Georgetown,,,,,,,,,,,,,
87,1967,SFW,Bob Krulish,University of the Pacific,,,,,,,,,,,,,
88,1967,BOS,Andrew Anderson,Canisius,,,,,,,,,,,,,
89,1967,PHI,Jim Conley,Virginia,,,,,,,,,,,,,
90,1967,SDR,Al Grundy,Saint Joseph's,,,,,,,,,,,,,
91,1967,SEA,Willie Wolters,Boston College,,,,,,,,,,,,,
92,1967,BAL,Robert Allen,University of Arkansas at Pine Bluff,,,,,,,,,,,,,
93,1967,CHI,Ernie Laurent,University of Albuquerque,,,,,,,,,,,,,
94,1967,LAL,Jay McMillon,Maryland,,,,,,,,,,,,,
95,1967,NYK,Ray Smith,Kansas State,,,,,,,,,,,,,
96,1967,STL,Ed Biedenbach,NC State,1,7,2.6,0.6,0.3,0.4,0,,0.667,-0.1,-0.248,,
97,1967,CIN,Ron Sepic,Ohio State,,,,,,,,,,,,,
98,1967,SFW,Richard Dean,Syracuse,,,,,,,,,,,,,
99,1967,BOS,Henry Brown,University of Massachusetts Lowell,,,,,,,,,,,,,
100,1967,PHI,Ron Filipek,Tennessee Technological University,1,19,3.8,2.3,1.3,0.4,0.383,,0.5,0,-0.009,,
101,1967,SEA,Roderick McDonald,Whitworth,,,,,,,,,,,,,
102,1967,SDR,Ron Coleman,Missouri,,,,,,,,,,,,,
103,1967,BAL,Bill Gillespie,Montana State,,,,,,,,,,,,,
104,1967,CHI,Jim Boshart,Wake Forest,,,,,,,,,,,,,
105,1967,LAL,Don Kruze,Houston,,,,,,,,,,,,,
106,1967,NYK,Bruce Kaplan,NYU,,,,,,,,,,,,,
107,1967,STL,Rich Falkenbrush,Saint Michael's College,,,,,,,,,,,,,
108,1967,CIN,Willie Davis,University of North Texas,,,,,,,,,,,,,
109,1967,SFW,Joe Galbo,San Francisco State University,,,,,,,,,,,,,
110,1967,BOS,Rick Weitzman,Northeastern University,1,25,3,1.3,0.4,0.3,0.261,,0.692,-0.3,-0.184,,
111,1967,PHI,Butch Ervin,Niagara University,,,,,,,,,,,,,
112,1967,SDR,John Duncan,Murray State,,,,,,,,,,,,,
113,1967,SEA,Gary Lechman,Gonzaga,,,,,,,,,,,,,
114,1967,BAL,Bubba Smith,Michigan State,,,,,,,,,,,,,
115,1967,CHI,Jim Andros,University of New Haven,,,,,,,,,,,,,
116,1967,LAL,Nick Pino,Kansas State,,,,,,,,,,,,,
117,1967,NYK,Mark Merkin,UNC,,,,,,,,,,,,,
118,1967,CIN,Ken Callaway,Cincinnati,,,,,,,,,,,,,
119,1967,SFW,Bill Morgan,New Mexico,,,,,,,,,,,,,
120,1967,BOS,Joe Harrington,Maryland,,,,,,,,,,,,,
121,1967,PHI,Ted Campbell,North Carolina A&T,,,,,,,,,,,,,
122,1967,SEA,Randy Matson,Texas A&M,,,,,,,,,,,,,
123,1967,SDR,Al Razutis,Alliant International University,,,,,,,,,,,,,
124,1967,BAL,Tony Eaton,University of Texas-Pan American,,,,,,,,,,,,,
125,1967,DET,George Dalzell,Colgate,,,,,,,,,,,,,
126,1967,CHI,Ron Widby,Tennessee,,,,,,,,,,,,,
127,1967,LAL,Ben Monroe,New Mexico,,,,,,,,,,,,,
128,1967,NYK,Mike Riordan,Providence,9,639,24.9,9.9,2.9,2.4,0.47,,0.744,33.2,0.1,-1.1,1.8
129,1967,CIN,Frank Gadjunas,Villanova,,,,,,,,,,,,,
130,1967,SFW,David Fox,University of the Pacific,,,,,,,,,,,,,
131,1967,PHI,Hubie Marshall,La Salle,,,,,,,,,,,,,
132,1967,SDR,Martin Navia,New Mexico Highlands University,,,,,,,,,,,,,
133,1967,SEA,Rubin Russell,University of North Texas,,,,,,,,,,,,,
134,1967,BAL,Lyn Burkholder,South Carolina,,,,,,,,,,,,,
135,1967,DET,Matthew Aitch,Michigan State,,,,,,,,,,,,,
136,1967,CHI,Tom Storm,Montana State,,,,,,,,,,,,,
137,1967,LAL,Gary Jones,Iowa,,,,,,,,,,,,,
138,1967,CIN,John Moates,Richmond,,,,,,,,,,,,,
139,1967,PHI,George Mack,North Carolina A&T,,,,,,,,,,,,,
140,1967,SEA,John Schroeder,Ohio University,,,,,,,,,,,,,
141,1967,SDR,Bob Chlupsa,Manhattan College,,,,,,,,,,,,,
142,1967,BAL,Paul Mickey,Penn State,,,,,,,,,,,,,
143,1967,CHI,Don Whitehead,Erskine College,,,,,,,,,,,,,
144,1967,CIN,Jerry Pettway,Northwood Institute,,,,,,,,,,,,,
145,1967,PHI,Wayne Brabender,University of Minnesota Morris,,,,,,,,,,,,,
146,1967,SDR,John Tolbert,South Carolina State,,,,,,,,,,,,,
147,1967,SEA,Jim Sutherland,Clemson,,,,,,,,,,,,,
148,1967,BAL,Rich Peek,Louisiana Tech,,,,,,,,,,,,,
149,1967,CHI,Jim Garza,Lawrence Technological University,,,,,,,,,,,,,
150,1967,CIN,Earl Beechum,Midwestern State University,,,,,,,,,,,,,
151,1967,PHI,Sherman Dillard,Tulsa,,,,,,,,,,,,,
152,1967,SEA,Willie Campbell,Nebraska,,,,,,,,,,,,,
153,1967,BAL,Gary Williams,Oklahoma,,,,,,,,,,,,,
154,1967,CHI,Jimmy Dawson,Illinois,,,,,,,,,,,,,
155,1967,CIN,John Vermelyea,Morningside College,,,,,,,,,,,,,
156,1967,PHI,Wayne Chapman,Western Kentucky,,,,,,,,,,,,,
157,1967,BAL,Loy Peterson,Oregon State,,,,,,,,,,,,,
158,1967,CIN,Darryll Meachem,Edinboro University of Pennsylvania,,,,,,,,,,,,,
159,1967,PHI,Gary Paulk,Oklahoma State,,,,,,,,,,,,,
160,1967,BAL,Jerry Southwood,Vanderbilt,,,,,,,,,,,,,
161,1967,BAL,George Spencer,Washington,,,,,,,,,,,,,
162,1967,BAL,Roland West,Cincinnati,1,4,3.5,1,1.3,0,0.4,,,0,-0.003,,
1,1968,SDR,Elvin Hayes,Houston,16,1303,38.4,21,12.5,1.8,0.452,0.147,0.67,120.8,0.116,0.6,21.4
2,1968,BAL,Wes Unseld,Louisville,13,984,36.4,10.8,14,3.9,0.509,0.5,0.633,110.1,0.147,2.9,25.3
3,1968,SEA,Bob Kauffman,Guilford College,7,525,25.8,11.5,7,2.7,0.477,,0.749,31.5,0.111,-1.1,0.5
4,1968,CHI,Tom Boerwinkle,Tennessee,10,635,22.7,7.2,9,3.2,0.453,,0.675,38,0.127,2.8,6.2
5,1968,CIN,Zaid Abdul-Aziz,Iowa State,10,505,21.8,9,8,1.2,0.428,,0.728,17.5,0.076,0.4,2.7
6,1968,DET,Otto Moore,University of Texas-Pan American,9,682,24.8,8.2,8.2,1.6,0.453,,0.609,24.7,0.07,0.4,3.9
7,1968,MIL,Charlie Paulk,Northeastern State University,3,120,13.7,6.2,3.9,0.3,0.392,,0.611,-0.9,-0.026,,
8,1968,PHO,Gary Gregor,South Carolina,4,296,25,9.8,7,1.5,0.431,,0.715,2.6,0.017,,
9,1968,SFW,Ron Williams,West Virginia,8,516,22.2,9.3,1.9,3.5,0.441,,0.833,23.5,0.098,-2.2,-0.1
10,1968,NYK,Bill Hosket,Ohio State,4,143,9.8,4,2.5,0.7,0.485,,0.715,3.2,0.109,,
11,1968,LAL,Bill Hewitt,USC,6,361,20.7,5.7,5.5,1.3,0.439,,0.561,5.2,0.033,-1.4,0.1
12,1968,BOS,Don Chaney,Houston,11,742,23.5,8.4,3.9,2.1,0.438,0.167,0.776,35.5,0.098,-0.2,4.2
13,1968,ATL,Skip Harlicka,South Carolina,1,26,8.4,4.1,0.6,1.4,0.456,,0.774,0.5,0.119,,
14,1968,PHI,Shaler Halimon,Utah State University,3,170,14.8,6.7,3.4,1.8,0.397,,0.622,-0.1,-0.001,,
15,1968,SDR,John Trapp,UNLV,4,279,17.5,7.4,4.5,1,0.42,,0.725,6.2,0.061,,
16,1968,SEA,Art Harris,Stanford,4,238,21.9,9.1,2.4,2.7,0.396,,0.626,-1.7,-0.016,,
17,1968,CHI,Loy Petersen,Oregon State,2,69,7.7,2.9,1,0.7,0.387,,0.682,0.2,0.021,,
18,1968,BAL,Bob Quick,Xavier,3,136,13.7,6,2.8,0.7,0.452,,0.738,4,0.103,,
19,1968,CHI,Ron Dunlap,Illinois,,,,,,,,,,,,,
20,1968,DET,Manny Leaks,Niagara University,2,135,25,8.3,6.8,0.9,0.391,,0.714,1,0.014,-3.4,-0.3
21,1968,PHO,Dick Cunningham,Murray State,7,358,10.6,2.8,3.7,0.6,0.406,,0.636,4.2,0.054,-4,0
22,1968,MIL,Gene Moore,Saint Louis,,,,,,,,,,,,,
23,1968,SDR,Stu Lantz,Nebraska,8,547,27.9,12.4,3.3,2.9,0.435,,0.814,32.5,0.102,-2.1,-0.1
24,1968,SEA,Jeff Ockel,Utah,,,,,,,,,,,,,
25,1968,DET,Don Dee,Saint Mary of the Plains College,,,,,,,,,,,,,
26,1968,BAL,Ron Nelson,New Mexico,,,,,,,,,,,,,
27,1968,CIN,Pat Frink,Colorado,1,48,7.6,2.6,0.9,1.1,0.34,,0.793,-0.5,-0.064,,
28,1968,CIN,Fred Foster,Miami University,8,524,17.4,7.8,2.4,1.1,0.414,,0.727,2.9,0.016,-4.3,-1.4
29,1968,SFW,Donald Sidle,Oklahoma,,,,,,,,,,,,,
30,1968,NYK,Don May,Dayton,7,379,17.5,8.8,3.5,1,0.453,,0.798,11.4,0.082,-3.4,-0.3
31,1968,CHI,Dave Newmark,Columbia University,2,145,12.2,5.3,3.6,0.7,0.405,,0.671,1.2,0.034,,
32,1968,BOS,Garfield Smith,Eastern Kentucky University,2,63,6.6,2.7,2.1,0.3,0.385,,0.322,-0.3,-0.036,,
33,1968,BAL,Jack Thompson,South Carolina,,,,,,,,,,,,,
34,1968,SEA,Ed Johnson,Tennessee State,,,,,,,,,,,,,
35,1968,MIL,Sam Williams,Iowa,2,66,10.2,3.9,1.8,1,0.353,,0.531,-0.4,-0.029,,
36,1968,PHO,Art Beatty,American University,,,,,,,,,,,,,
37,1968,SDR,Harry Barnes,Northeastern University,1,22,5.7,2,1.2,0.2,0.281,,0.538,-0.4,-0.154,,
38,1968,SEA,Henry Logan,Western Carolina University,,,,,,,,,,,,,
39,1968,CHI,Mike Lynn,UCLA,2,49,8.7,2.6,1.4,0.6,0.329,,0.667,-0.3,-0.035,,
40,1968,BAL,Dallas Thornton,Kentucky Wesleyan College,,,,,,,,,,,,,
41,1968,CIN,Daniel Sparks,Weber State,,,,,,,,,,,,,
42,1968,DET,Rich Niemann,Saint Louis,1,40,7.3,2.8,2.7,0.5,0.414,,0.778,0.3,0.042,,
43,1968,SFW,Edgar Lacey,UCLA,,,,,,,,,,,,,
44,1968,NYK,Warren Jabali,Wichita State,,,,,,,,,,,,,
45,1968,LAL,Ed Biedenbach,NC State,1,7,2.6,0.6,0.3,0.4,0,,0.667,-0.1,-0.248,,
46,1968,BOS,Rich Johnson,Grambling State University,2,97,11.1,4.7,2.7,0.4,0.452,,0.613,1.3,0.06,,
47,1968,ATL,Bob Warren,Vanderbilt,,,,,,,,,,,,,
48,1968,SDR,Darryl Jones,Benedictine College,,,,,,,,,,,,,
49,1968,PHO,Rich Jones,Memphis,1,34,25.8,10.6,5.7,1.4,0.385,,0.76,0.6,0.033,-3.1,-0.2
50,1968,MIL,Greg Smith,Western Kentucky,8,524,23.4,7.8,6.2,1.8,0.482,,0.646,22.2,0.087,-2.9,-0.3
51,1968,SDR,Glen Combs,Virginia Tech,,,,,,,,,,,,,
52,1968,SEA,Al Hairston,Bowling Green,2,42,7,2.2,1,1,0.336,,0.6,-0.5,-0.082,,
53,1968,CHI,Jim Tillman,Loyola Chicago,,,,,,,,,,,,,
54,1968,BAL,Ed Chaplin,Voorhees College,,,,,,,,,,,,,
55,1968,CIN,Jim Kissane,Boston College,,,,,,,,,,,,,
56,1968,DET,Carl Fuller,Bethune-Cookman College,,,,,,,,,,,,,
57,1968,SFW,Jim Eakins,BYU,2,115,15.2,5.5,3.8,1.3,0.462,,0.844,4.5,0.123,-0.5,0.7
58,1968,NYK,Hal Booker,Cheyney (PA),,,,,,,,,,,,,
59,1968,LAL,Lou Shephard,Missouri State University,,,,,,,,,,,,,
60,1968,BOS,Thad Jaracz,Kentucky,,,,,,,,,,,,,
61,1968,ATL,Rusty Parker,Miami (FL),,,,,,,,,,,,,
62,1968,PHI,Larry Miller,UNC,,,,,,,,,,,,,
63,1968,MIL,Joe Franklin,Wisconsin,,,,,,,,,,,,,
64,1968,PHO,Harry Hollines,Denver,,,,,,,,,,,,,
65,1968,SDR,Eldridge Webb,Tulsa,,,,,,,,,,,,,
66,1968,SEA,Ron Guziak,Duquesne,,,,,,,,,,,,,
67,1968,CHI,Ken Barnett,University of Delaware,,,,,,,,,,,,,
68,1968,BAL,Joe Heiser,Princeton,,,,,,,,,,,,,
69,1968,CIN,Calvin Martin,Texas Southern,,,,,,,,,,,,,
70,1968,DET,Wally Anderzunas,Creighton,1,44,8.4,3.6,1.9,0.2,0.392,,0.63,-0.2,-0.023,,
71,1968,SFW,Bob Allen,Marshall,1,27,8.6,1.8,2.1,0.4,0.326,,0.556,0.1,0.028,,
72,1968,NYK,Brian Brunkhorst,Marquette,,,,,,,,,,,,,
73,1968,LAL,Nick Pino,Kansas State,,,,,,,,,,,,,
74,1968,BOS,Jerry Newsom,Indiana State University,,,,,,,,,,,,,
75,1968,ATL,Phil Wagner,Georgia Tech,,,,,,,,,,,,,
76,1968,PHI,Chuck Williams,Colorado,2,138,20.8,5.5,1.7,3.3,0.443,,0.809,1.9,0.032,-2.8,-0.6
77,1968,PHO,Rod Knowles,Davidson,,8,5,1.1,1.1,0,0.286,,0.333,-0.1,-0.148,,
78,1968,MIL,Fred Smith,Hawaii,,,,,,,,,,,,,
79,1968,SDR,Rick Adelman,Loyola Marymount University,7,462,22.6,7.7,2.4,3.5,0.415,,0.713,10,0.046,-1.4,0.3
80,1968,SEA,Jim McKean,Washington State,,,,,,,,,,,,,
81,1968,CHI,Willie Davis,University of North Texas,,,,,,,,,,,,,
82,1968,BAL,Jasper Wilson,Southern University and A&M College,,,,,,,,,,,,,
83,1968,CIN,Dick Dumas,Northeastern State University,,,,,,,,,,,,,
84,1968,DET,Larry Newbold,Long Island University,,,,,,,,,,,,,
85,1968,SFW,Dave Reasor,West Virginia,,,,,,,,,,,,,
86,1968,NYK,Bob Waldal,Dickinson College,,,,,,,,,,,,,
87,1968,LAL,Dennis Hrcka,Hillsdale College,,,,,,,,,,,,,
88,1968,BOS,Mike Lewis,Duke,,,,,,,,,,,,,
89,1968,ATL,Oscar Smith,Elizabeth City State University,,,,,,,,,,,,,
90,1968,PHI,Bill Jones,Fairfield,,,,,,,,,,,,,
91,1968,MIL,Tom Kondla,Minnesota,,,,,,,,,,,,,
92,1968,PHO,Charles Parkes,Idaho State University,,,,,,,,,,,,,
93,1968,SDR,Aaron Sellers,Jackson State University,,,,,,,,,,,,,
94,1968,SEA,Willie Rogers,Oklahoma,,,,,,,,,,,,,
95,1968,CHI,Lloyd Higgins,Point Loma Nazarene,,,,,,,,,,,,,
96,1968,BAL,Barry Orms,Saint Louis,1,64,14.3,2.8,2.5,0.8,0.309,,0.483,-0.7,-0.034,,
97,1968,CIN,Dave Williams,Mississippi State,,,,,,,,,,,,,
98,1968,DET,Harry Laurie,Saint Peter's College,,,,,,,,,,,,,
99,1968,SFW,Walt Platkowski,Bowling Green,,,,,,,,,,,,,
100,1968,NYK,Bobby Hooper,Dayton,,,,,,,,,,,,,
101,1968,LAL,John Smith,University of Southern Colorado,,,,,,,,,,,,,
102,1968,BOS,Julius Keye,Alcorn State,,,,,,,,,,,,,
103,1968,ATL,Marin Baietti,Manhattan College,,,,,,,,,,,,,
104,1968,PHI,Melvin Jones,Albany State University,,,,,,,,,,,,,
105,1968,PHO,Brian Clare,Denver,,,,,,,,,,,,,
106,1968,MIL,Elbert Miller,UNLV,,,,,,,,,,,,,
107,1968,SDR,John Schetzsle,Ashland University,,,,,,,,,,,,,
108,1968,SEA,Jimmy Smith,Utah State University,,,,,,,,,,,,,
109,1968,CHI,Corky Bell,Loyola Chicago,,,,,,,,,,,,,
110,1968,BAL,Wayne Chapman,Western Kentucky,,,,,,,,,,,,,
111,1968,CIN,Butch Joyner,Indiana,,,,,,,,,,,,,
112,1968,DET,Vaughn Harper,Syracuse,,,,,,,,,,,,,
113,1968,SFW,Art Wilmore,San Francisco,,,,,,,,,,,,,
114,1968,NYK,Roger Bohnenstiel,Kansas,,,,,,,,,,,,,
